M_ID,Name,City,State,Manufacturer Name,Is Fair Wages,Reason for Unfair Wages,Working Hours,Timings,Is Worker Safe,Reason for Lack of Worker Safety,No Child Labor,Reason for Child Labor,Is Worker Satisfied,Reason for Low Worker Satisfaction,Certifications Received,Certification Names,Reason for No Certifications,Years Since Establishment,Ethical Score (1-10),Ethical Rating,Audit
936,Ulhasnagar Garment Hub,Ulhasnagar,Maharashtra,Ulhasnagar Garment Hub,TRUE,,8,9 AM - 5 PM,TRUE,,TRUE,,FALSE,Positive work environment,3,"OEKO-TEX, SA8000, Fair Trade",,25,9.4,Excellent,"Fair Wages: TRUE - 15 | Working Hours <= 8 - 10 | Worker Safety: TRUE - 15 | No Child Labor: TRUE - 15 | Worker Satisfaction: FALSE - 5 (no high-penalty keywords) | Certifications: ['OEKO-TEX', 'SA8000', 'Fair Trade'] - Score: 24 | Ethical Longevity >= 10 years - 10"
937,Uma Garment Solutions,Bhiwandi,Maharashtra,Uma Garment Solutions,TRUE,,10,11 AM - 7 PM,TRUE,,FALSE,Low-cost labor demand in peak seasons,FALSE,Lack of grievance mechanisms,2,"OEKO-TEX, Fair Trade",,15,8.1,Good,"Fair Wages: TRUE - 15 | Working Hours 8-10 - 5 | Worker Safety: TRUE - 15 | No Child Labor: FALSE - 7 (no high-penalty keywords) | Worker Satisfaction: FALSE - 5 (no high-penalty keywords) | Certifications: ['OEKO-TEX', 'Fair Trade'] - Score: 24 | Ethical Longevity >= 10 years - 10"
938,Umesh Fashion House,Mumbai,Maharashtra,Umesh Fashion House,TRUE,,8,9 AM - 5 PM,TRUE,,TRUE,,TRUE,,2,"SA8000, OEKO-TEX",,12,9.8,Excellent,"Fair Wages: TRUE - 15 | Working Hours <= 8 - 10 | Worker Safety: TRUE - 15 | No Child Labor: TRUE - 15 | Worker Satisfaction: TRUE - 10 | Certifications: ['SA8000', 'OEKO-TEX'] - Score: 23 | Ethical Longevity >= 10 years - 10"
939,Uniform Specialists Inc.,Mumbai,Maharashtra,Uniform Specialists Inc.,TRUE,,8,9 AM - 5 PM,TRUE,,TRUE,,TRUE,,2,"OEKO-TEX, SA8000",,18,9.8,Excellent,"Fair Wages: TRUE - 15 | Working Hours <= 8 - 10 | Worker Safety: TRUE - 15 | No Child Labor: TRUE - 15 | Worker Satisfaction: TRUE - 10 | Certifications: ['OEKO-TEX', 'SA8000'] - Score: 23 | Ethical Longevity >= 10 years - 10"
940,United Textile Mills Pvt Ltd,Mumbai,Maharashtra,United Textile Mills Pvt Ltd,TRUE,,8,9 AM - 5 PM,TRUE,,TRUE,,TRUE,,3,"GOTS, OEKO-TEX, SA8000",,10,10,Excellent,"Fair Wages: TRUE - 15 | Working Hours <= 8 - 10 | Worker Safety: TRUE - 15 | No Child Labor: TRUE - 15 | Worker Satisfaction: TRUE - 10 | Certifications: ['GOTS', 'OEKO-TEX', 'SA8000'] - Score: 25 | Ethical Longevity >= 10 years - 10"
941,United Textile Mills Pvt Ltd,Mumbai,Maharashtra,United Textile Mills Pvt Ltd,FALSE,No wage information available; Maharashtra's garment sector has wage concerns,9,9 AM - 6 PM,FALSE,Lack of information; safety issues reported in Maharashtra's garment sector,FALSE,No specific data; child labor reported in Maharashtra's garment sector,FALSE,Lack of information on employee satisfaction,2,"ISO 9001:2008, SEDEX",,18,5.5,Needs Improvement,"Fair Wages: FALSE - 7 (no high-penalty keywords) | Working Hours 8-10 - 5 | Worker Safety: FALSE - 7 (no high-penalty keywords) | No Child Labor: FALSE - High Penalty: 0 | Worker Satisfaction: FALSE - 5 (no high-penalty keywords) | Certifications: ['ISO 9001:2008', 'SEDEX'] - Score: 21 | Ethical Longevity >= 10 years - 10"
942,Usha Fashion Resources,Mumbai,Maharashtra,Usha Fashion Resources,TRUE,,9,10 AM - 6 PM,FALSE,"Inadequate ventilation, no fire drills",FALSE,Low-cost labor demand in peak seasons,FALSE,Lack of grievance mechanisms,0,,Primarily domestic market; cost constraints,35,4.7,Needs Improvement,Fair Wages: TRUE - 15 | Working Hours 8-10 - 5 | Worker Safety: FALSE - High Penalty: 0 | No Child Labor: FALSE - 7 (no high-penalty keywords) | Worker Satisfaction: FALSE - 5 (no high-penalty keywords) | No certifications - 5 (based on company age) | Ethical Longevity >= 10 years - 10
943,Varsha Garment Source,Pune,Maharashtra,Varsha Garment Source,TRUE,,8,9 AM - 5 PM,FALSE,"Inadequate ventilation, no fire drills",FALSE,Low-cost labor demand in peak seasons,FALSE,Lack of grievance mechanisms,1,SA8000,,36,7,Good,Fair Wages: TRUE - 15 | Working Hours <= 8 - 10 | Worker Safety: FALSE - High Penalty: 0 | No Child Labor: FALSE - 7 (no high-penalty keywords) | Worker Satisfaction: FALSE - 5 (no high-penalty keywords) | Certifications: ['SA8000'] - Score: 23 | Ethical Longevity >= 10 years - 10
944,Vijay Apparel Exports,Mumbai,Maharashtra,Vijay Apparel Exports,FALSE,Low wages and excessive overtime,12,8 AM - 8 PM,FALSE,No safety training provided,FALSE,Lack of monitoring,FALSE,Stress and dissatisfaction,0,,Lack of compliance,15,4.1,Needs Improvement,Fair Wages: FALSE - 7 (no high-penalty keywords) | Working Hours > 10 - 0 | Worker Safety: FALSE - 7 (no high-penalty keywords) | No Child Labor: FALSE - 7 (no high-penalty keywords) | Worker Satisfaction: FALSE - 5 (no high-penalty keywords) | No certifications - 5 (based on company age) | Ethical Longevity >= 10 years - 10
945,Vikram Garment Ventures,Nagpur,Maharashtra,Vikram Garment Ventures,TRUE,,9,11 AM - 7 PM,TRUE,,TRUE,,FALSE,Lack of grievance mechanisms,3,"ISO 9001, OEKO-TEX, GOTS",,35,9,Excellent,"Fair Wages: TRUE - 15 | Working Hours 8-10 - 5 | Worker Safety: TRUE - 15 | No Child Labor: TRUE - 15 | Worker Satisfaction: FALSE - 5 (no high-penalty keywords) | Certifications: ['ISO 9001', 'OEKO-TEX', 'GOTS'] - Score: 25 | Ethical Longevity >= 10 years - 10"
946,Vinod Textile Company,Mumbai,Maharashtra,Vinod Textile Company,TRUE,,8,9 AM - 5 PM,TRUE,,TRUE,,TRUE,,4,"GOTS, Fair Trade, OEKO-TEX, SA8000",,18,10,Excellent,"Fair Wages: TRUE - 15 | Working Hours <= 8 - 10 | Worker Safety: TRUE - 15 | No Child Labor: TRUE - 15 | Worker Satisfaction: TRUE - 10 | Certifications: ['GOTS', 'Fair Trade', 'OEKO-TEX', 'SA8000'] - Score: 25 | Ethical Longevity >= 10 years - 10"
947,Vishal Garment Systems,Nagpur,Maharashtra,Vishal Garment Systems,TRUE,,10,11 AM - 7 PM,FALSE,"Inadequate ventilation, no fire drills",FALSE,Low-cost labor demand in peak seasons,TRUE,,3,"SA8000, Fair Trade, GOTS",,26,7.2,Good,"Fair Wages: TRUE - 15 | Working Hours 8-10 - 5 | Worker Safety: FALSE - High Penalty: 0 | No Child Labor: FALSE - 7 (no high-penalty keywords) | Worker Satisfaction: TRUE - 10 | Certifications: ['SA8000', 'Fair Trade', 'GOTS'] - Score: 25 | Ethical Longevity >= 10 years - 10"
948,Vivek Garment Systems,Nagpur,Maharashtra,Vivek Garment Systems,TRUE,,8,8 AM - 4 PM,FALSE,"Inadequate ventilation, no fire drills",TRUE,,FALSE,Lack of grievance mechanisms,2,"SA8000, OEKO-TEX",,21,7.8,Good,"Fair Wages: TRUE - 15 | Working Hours <= 8 - 10 | Worker Safety: FALSE - High Penalty: 0 | No Child Labor: TRUE - 15 | Worker Satisfaction: FALSE - 5 (no high-penalty keywords) | Certifications: ['SA8000', 'OEKO-TEX'] - Score: 23 | Ethical Longevity >= 10 years - 10"
949,Waman Textile Partners,Ulhasnagar,Maharashtra,Waman Textile Partners,FALSE,High turnover; no minimum wage enforcement,8,11 AM - 7 PM,TRUE,,FALSE,Low-cost labor demand in peak seasons,TRUE,,2,"OEKO-TEX, WRAP",,38,8.2,Good,"Fair Wages: FALSE - 7 (no high-penalty keywords) | Working Hours <= 8 - 10 | Worker Safety: TRUE - 15 | No Child Labor: FALSE - 7 (no high-penalty keywords) | Worker Satisfaction: TRUE - 10 | Certifications: ['OEKO-TEX', 'WRAP'] - Score: 23 | Ethical Longevity >= 10 years - 10"
950,Welspun India,Mumbai,Maharashtra,Welspun India,TRUE,,8,9 AM - 5 PM,TRUE,,TRUE,,FALSE,Limited worker voice in public data,3,"OEKO-TEX, ISO, Sedex",,39,9.3,Excellent,"Fair Wages: TRUE - 15 | Working Hours <= 8 - 10 | Worker Safety: TRUE - 15 | No Child Labor: TRUE - 15 | Worker Satisfaction: FALSE - 5 (no high-penalty keywords) | Certifications: ['OEKO-TEX', 'ISO', 'Sedex'] - Score: 23 | Ethical Longevity >= 10 years - 10"
951,Yash Textiles & Apparel,Mumbai,Maharashtra,Yash Textiles & Apparel,FALSE,High turnover; no minimum wage enforcement,10,8 AM - 4 PM,TRUE,,FALSE,Low-cost labor demand in peak seasons,TRUE,,0,,Primarily domestic market; cost constraints,37,5.9,Needs Improvement,Fair Wages: FALSE - 7 (no high-penalty keywords) | Working Hours 8-10 - 5 | Worker Safety: TRUE - 15 | No Child Labor: FALSE - 7 (no high-penalty keywords) | Worker Satisfaction: TRUE - 10 | No certifications - 5 (based on company age) | Ethical Longevity >= 10 years - 10
952,Yogesh Clothing Ventures,Mumbai,Maharashtra,Yogesh Clothing Ventures,TRUE,,9,8 AM - 4 PM,TRUE,,FALSE,Low-cost labor demand in peak seasons,FALSE,Lack of grievance mechanisms,1,OEKO-TEX,,6,7.5,Good,Fair Wages: TRUE - 15 | Working Hours 8-10 - 5 | Worker Safety: TRUE - 15 | No Child Labor: FALSE - 7 (no high-penalty keywords) | Worker Satisfaction: FALSE - 5 (no high-penalty keywords) | Certifications: ['OEKO-TEX'] - Score: 23 | Ethical Longevity 5-9 years - 5
953,Zarina Garment Solutions,Bhiwandi,Maharashtra,Zarina Garment Solutions,TRUE,,10,11 AM - 7 PM,FALSE,"Inadequate ventilation, no fire drills",TRUE,,TRUE,,3,"ISO 9001, GOTS, OEKO-TEX",,35,8,Good,"Fair Wages: TRUE - 15 | Working Hours 8-10 - 5 | Worker Safety: FALSE - High Penalty: 0 | No Child Labor: TRUE - 15 | Worker Satisfaction: TRUE - 10 | Certifications: ['ISO 9001', 'GOTS', 'OEKO-TEX'] - Score: 25 | Ethical Longevity >= 10 years - 10"
954,Chandel Traditional Looms,Chandel,Manipur,Chandel Traditional Looms,FALSE,Gender wage disparity,9,9 AM - 6 PM,FALSE,Limited lighting and air circulation,TRUE,,FALSE,Lack of sanitation facilities,0,,No inspections,7,4.4,Needs Improvement,Fair Wages: FALSE - 7 (no high-penalty keywords) | Working Hours 8-10 - 5 | Worker Safety: FALSE - 7 (no high-penalty keywords) | No Child Labor: TRUE - 15 | Worker Satisfaction: FALSE - 5 (no high-penalty keywords) | No certifications - High Penalty: 0 | Ethical Longevity 5-9 years - 5
955,Churachandpur Traditional Attire,Churachandpur,Manipur,Churachandpur Traditional Attire,FALSE,Irregular artisan payment,9,10 AM - 6 PM,FALSE,Basic tools with no standard training,TRUE,,FALSE,Poor communication and pay delays,0,,Community-run,6,4.9,Needs Improvement,Fair Wages: FALSE - 7 (no high-penalty keywords) | Working Hours 8-10 - 5 | Worker Safety: FALSE - 7 (no high-penalty keywords) | No Child Labor: TRUE - 15 | Worker Satisfaction: FALSE - 5 (no high-penalty keywords) | No certifications - 5 (based on company age) | Ethical Longevity 5-9 years - 5
956,Imphal Apparel Works,Imphal,Manipur,Imphal Apparel Works,FALSE,Below minimum wage due to budget constraints,9,9 AM - 6 PM,FALSE,"No fire exits, poor electrical wiring",TRUE,,FALSE,Overworked and underpaid,0,,"New unit, not certified yet",2,2,Poor,Fair Wages: FALSE - High Penalty: 0 | Working Hours 8-10 - 5 | Worker Safety: FALSE - High Penalty: 0 | No Child Labor: TRUE - 15 | Worker Satisfaction: FALSE - High Penalty: 0 | No certifications - High Penalty: 0 | Ethical Longevity <5 years - 0
957,Manipur Handloom Creations,Various Locations,Manipur,Manipur Handloom Creations,TRUE,,8,10 AM - 6 PM,TRUE,,TRUE,,TRUE,,2,"GOTS, OEKO-TEX",,12,10,Excellent,"Fair Wages: TRUE - 15 | Working Hours <= 8 - 10 | Worker Safety: TRUE - 15 | No Child Labor: TRUE - 15 | Worker Satisfaction: TRUE - 10 | Certifications: ['GOTS', 'OEKO-TEX'] - Score: 25 | Ethical Longevity >= 10 years - 10"
958,Manipur Traditional Textiles,Various Locations,Manipur,Manipur Traditional Textiles,FALSE,Piece-rate payment leads to unfair compensation,10,9 AM - 7 PM,FALSE,Lack of personal protective equipment,TRUE,,FALSE,Unclear payment model,0,,Ineligible due to labor violations,5,4.9,Needs Improvement,Fair Wages: FALSE - 7 (no high-penalty keywords) | Working Hours 8-10 - 5 | Worker Safety: FALSE - 7 (no high-penalty keywords) | No Child Labor: TRUE - 15 | Worker Satisfaction: FALSE - 5 (no high-penalty keywords) | No certifications - 5 (based on company age) | Ethical Longevity 5-9 years - 5
959,Moirang Handloom Collective,Moirang,Manipur,Moirang Handloom Collective,TRUE,,8,10 AM - 6 PM,TRUE,,TRUE,,TRUE,,1,GOTS,,10,10,Excellent,Fair Wages: TRUE - 15 | Working Hours <= 8 - 10 | Worker Safety: TRUE - 15 | No Child Labor: TRUE - 15 | Worker Satisfaction: TRUE - 10 | Certifications: ['GOTS'] - Score: 25 | Ethical Longevity >= 10 years - 10
960,Senapati Traditional Clothing,Senapati,Manipur,Senapati Traditional Clothing,TRUE,,8,10 AM - 6 PM,TRUE,,TRUE,,TRUE,,1,Fair Trade,,9,9.4,Excellent,Fair Wages: TRUE - 15 | Working Hours <= 8 - 10 | Worker Safety: TRUE - 15 | No Child Labor: TRUE - 15 | Worker Satisfaction: TRUE - 10 | Certifications: ['Fair Trade'] - Score: 24 | Ethical Longevity 5-9 years - 5
961,Tamenglong Traditional Looms,Tamenglong,Manipur,Tamenglong Traditional Looms,FALSE,Inconsistent artisan payment,9,10 AM - 6 PM,FALSE,"Minimal training, outdated equipment",TRUE,,FALSE,Wage delays and unsafe weaving methods,0,,Informal operations,7,4.4,Needs Improvement,Fair Wages: FALSE - 7 (no high-penalty keywords) | Working Hours 8-10 - 5 | Worker Safety: FALSE - 7 (no high-penalty keywords) | No Child Labor: TRUE - 15 | Worker Satisfaction: FALSE - High Penalty: 0 | No certifications - 5 (based on company age) | Ethical Longevity 5-9 years - 5
962,Ukhrul Traditional Wear,Ukhrul,Manipur,Ukhrul Traditional Wear,FALSE,Inconsistent wage structure,9,9 AM - 6 PM,FALSE,No structured training or safety equipment,TRUE,,FALSE,Lack of awareness and equipment,0,,Informal operation,7,4.9,Needs Improvement,Fair Wages: FALSE - 7 (no high-penalty keywords) | Working Hours 8-10 - 5 | Worker Safety: FALSE - 7 (no high-penalty keywords) | No Child Labor: TRUE - 15 | Worker Satisfaction: FALSE - 5 (no high-penalty keywords) | No certifications - 5 (based on company age) | Ethical Longevity 5-9 years - 5
963,Garo Hills Clothing Co.,Tura,Meghalaya,Garo Hills Clothing Co.,FALSE,Seasonal employment with inconsistent pay,10,8 AM - 6 PM,FALSE,No training on safety or equipment use,TRUE,,FALSE,"High turnover, poor morale",0,,"Informal setup, no formal audits",6,4.9,Needs Improvement,Fair Wages: FALSE - 7 (no high-penalty keywords) | Working Hours 8-10 - 5 | Worker Safety: FALSE - 7 (no high-penalty keywords) | No Child Labor: TRUE - 15 | Worker Satisfaction: FALSE - 5 (no high-penalty keywords) | No certifications - 5 (based on company age) | Ethical Longevity 5-9 years - 5
964,Jowai Woolen Weavers,Jowai,Meghalaya,Jowai Woolen Weavers,FALSE,Seasonal underpayment,10,9 AM - 7 PM,FALSE,No proper lighting or exits,TRUE,,FALSE,Physical strain and lack of recognition,0,,"Traditional model, lacks audits",7,4.9,Needs Improvement,Fair Wages: FALSE - 7 (no high-penalty keywords) | Working Hours 8-10 - 5 | Worker Safety: FALSE - 7 (no high-penalty keywords) | No Child Labor: TRUE - 15 | Worker Satisfaction: FALSE - 5 (no high-penalty keywords) | No certifications - 5 (based on company age) | Ethical Longevity 5-9 years - 5
965,Mairang Khasi Silk Creations,Mairang,Meghalaya,Mairang Khasi Silk Creations,TRUE,,8,9 AM - 5 PM,TRUE,,TRUE,,TRUE,,1,Fair Trade,,10,9.9,Excellent,Fair Wages: TRUE - 15 | Working Hours <= 8 - 10 | Worker Safety: TRUE - 15 | No Child Labor: TRUE - 15 | Worker Satisfaction: TRUE - 10 | Certifications: ['Fair Trade'] - Score: 24 | Ethical Longevity >= 10 years - 10
966,Mawkyrwat Woolen Designs,Mawkyrwat,Meghalaya,Mawkyrwat Woolen Designs,TRUE,,8,10 AM - 6 PM,TRUE,,TRUE,,TRUE,,1,Fair Trade,,11,9.9,Excellent,Fair Wages: TRUE - 15 | Working Hours <= 8 - 10 | Worker Safety: TRUE - 15 | No Child Labor: TRUE - 15 | Worker Satisfaction: TRUE - 10 | Certifications: ['Fair Trade'] - Score: 24 | Ethical Longevity >= 10 years - 10
967,Meghalaya Ethnic Wear,Various Locations,Meghalaya,Meghalaya Ethnic Wear,FALSE,Low wages due to small-scale production,9,9 AM - 6 PM,FALSE,Lack of basic medical aid,TRUE,,FALSE,Low income and health risks,0,,Low funding for certification,4,4.4,Needs Improvement,Fair Wages: FALSE - 7 (no high-penalty keywords) | Working Hours 8-10 - 5 | Worker Safety: FALSE - 7 (no high-penalty keywords) | No Child Labor: TRUE - 15 | Worker Satisfaction: FALSE - 5 (no high-penalty keywords) | No certifications - 5 (based on company age) | Ethical Longevity <5 years - 0
968,Nongstoin Eri Silk Designs,Nongstoin,Meghalaya,Nongstoin Eri Silk Designs,TRUE,,8,9 AM - 5 PM,TRUE,,TRUE,,TRUE,,2,"GOTS, Fair Trade",,11,10,Excellent,"Fair Wages: TRUE - 15 | Working Hours <= 8 - 10 | Worker Safety: TRUE - 15 | No Child Labor: TRUE - 15 | Worker Satisfaction: TRUE - 10 | Certifications: ['GOTS', 'Fair Trade'] - Score: 25 | Ethical Longevity >= 10 years - 10"
969,Ri Bhoi Woolen Crafts,Nongpoh,Meghalaya,Ri Bhoi Woolen Crafts,FALSE,Artisans paid below cost of living,10,9 AM - 7 PM,FALSE,No lighting or fans in workshops,TRUE,,FALSE,Traditional systems not worker-friendly,0,,Informal cooperative model,6,4.9,Needs Improvement,Fair Wages: FALSE - 7 (no high-penalty keywords) | Working Hours 8-10 - 5 | Worker Safety: FALSE - 7 (no high-penalty keywords) | No Child Labor: TRUE - 15 | Worker Satisfaction: FALSE - 5 (no high-penalty keywords) | No certifications - 5 (based on company age) | Ethical Longevity 5-9 years - 5
970,Shillong Fashion House,Shillong,Meghalaya,Shillong Fashion House,TRUE,,8,10 AM - 6 PM,TRUE,,TRUE,,TRUE,,3,"GOTS, Fair Trade, OEKO-TEX",,15,10,Excellent,"Fair Wages: TRUE - 15 | Working Hours <= 8 - 10 | Worker Safety: TRUE - 15 | No Child Labor: TRUE - 15 | Worker Satisfaction: TRUE - 10 | Certifications: ['GOTS', 'Fair Trade', 'OEKO-TEX'] - Score: 25 | Ethical Longevity >= 10 years - 10"
971,Aizawl Garment Industry,Aizawl,Mizoram,Aizawl Garment Industry,TRUE,,8,9 AM - 5 PM,TRUE,,TRUE,,TRUE,,2,"OEKO-TEX, GOTS",,10,10,Excellent,"Fair Wages: TRUE - 15 | Working Hours <= 8 - 10 | Worker Safety: TRUE - 15 | No Child Labor: TRUE - 15 | Worker Satisfaction: TRUE - 10 | Certifications: ['OEKO-TEX', 'GOTS'] - Score: 25 | Ethical Longevity >= 10 years - 10"
972,Champhai Ethnic Design Studio,Champhai,Mizoram,Champhai Ethnic Design Studio,TRUE,,8,10 AM - 6 PM,TRUE,,TRUE,,TRUE,,2,"OEKO-TEX, Fair Trade",,14,9.9,Excellent,"Fair Wages: TRUE - 15 | Working Hours <= 8 - 10 | Worker Safety: TRUE - 15 | No Child Labor: TRUE - 15 | Worker Satisfaction: TRUE - 10 | Certifications: ['OEKO-TEX', 'Fair Trade'] - Score: 24 | Ethical Longevity >= 10 years - 10"
973,Kolasib Design Collective,Kolasib,Mizoram,Kolasib Design Collective,TRUE,,8,9 AM - 5 PM,TRUE,,TRUE,,TRUE,,1,OEKO-TEX,,10,9.8,Excellent,Fair Wages: TRUE - 15 | Working Hours <= 8 - 10 | Worker Safety: TRUE - 15 | No Child Labor: TRUE - 15 | Worker Satisfaction: TRUE - 10 | Certifications: ['OEKO-TEX'] - Score: 23 | Ethical Longevity >= 10 years - 10
974,Lawngtlai Bamboo Weavers,Lawngtlai,Mizoram,Lawngtlai Bamboo Weavers,FALSE,Payment based on inconsistent demand,10,8 AM - 6 PM,FALSE,Exposure to sharp tools without gear,TRUE,,FALSE,Tiring manual work with no benefits,0,,"Isolated region, lacks oversight",5,4.4,Needs Improvement,Fair Wages: FALSE - 7 (no high-penalty keywords) | Working Hours 8-10 - 5 | Worker Safety: FALSE - 7 (no high-penalty keywords) | No Child Labor: TRUE - 15 | Worker Satisfaction: FALSE - High Penalty: 0 | No certifications - 5 (based on company age) | Ethical Longevity 5-9 years - 5
975,Lunglei Apparel Makers,Lunglei,Mizoram,Lunglei Apparel Makers,TRUE,,8,9 AM - 5 PM,TRUE,,TRUE,,TRUE,,2,"GOTS, Fair Trade",,11,10,Excellent,"Fair Wages: TRUE - 15 | Working Hours <= 8 - 10 | Worker Safety: TRUE - 15 | No Child Labor: TRUE - 15 | Worker Satisfaction: TRUE - 10 | Certifications: ['GOTS', 'Fair Trade'] - Score: 25 | Ethical Longevity >= 10 years - 10"
976,Mamit Local Weaving Center,Mamit,Mizoram,Mamit Local Weaving Center,FALSE,Weaving rates low and fixed,10,8 AM - 6 PM,FALSE,"Poor light, no health checks",TRUE,,FALSE,"Monotonous work, low mobility",0,,Informal labor structure,5,4.9,Needs Improvement,Fair Wages: FALSE - 7 (no high-penalty keywords) | Working Hours 8-10 - 5 | Worker Safety: FALSE - 7 (no high-penalty keywords) | No Child Labor: TRUE - 15 | Worker Satisfaction: FALSE - 5 (no high-penalty keywords) | No certifications - 5 (based on company age) | Ethical Longevity 5-9 years - 5
977,Mizoram Tribal Textiles,Various Locations,Mizoram,Mizoram Tribal Textiles,FALSE,Remote area leads to poor wage oversight,9,9 AM - 6 PM,FALSE,No fire safety drills or safety officers,TRUE,,FALSE,Workers feel neglected,0,,Remote region limits access to certification,8,4.9,Needs Improvement,Fair Wages: FALSE - 7 (no high-penalty keywords) | Working Hours 8-10 - 5 | Worker Safety: FALSE - 7 (no high-penalty keywords) | No Child Labor: TRUE - 15 | Worker Satisfaction: FALSE - 5 (no high-penalty keywords) | No certifications - 5 (based on company age) | Ethical Longevity 5-9 years - 5
978,Saiha Apparel Studio,Saiha,Mizoram,Saiha Apparel Studio,TRUE,,8,9 AM - 5 PM,TRUE,,TRUE,,TRUE,,1,OEKO-TEX,,8,9.3,Excellent,Fair Wages: TRUE - 15 | Working Hours <= 8 - 10 | Worker Safety: TRUE - 15 | No Child Labor: TRUE - 15 | Worker Satisfaction: TRUE - 10 | Certifications: ['OEKO-TEX'] - Score: 23 | Ethical Longevity 5-9 years - 5
